sector-code,sector,sector-percentage,sector-vocabulary,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
15140,Government Administration,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
72010,Material Relief Assistance And Services,19,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
15261,Child Soldiers (Prevention And Demobilisation),2,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
13020,Reproductive Health Care,1,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
14020,Water Supply And Sanitation - Large Systems,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
12220,Basic Health Care,11,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
16010,Social/ Welfare Services,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
43010,Multisector Aid,-8,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
15162,Human Rights,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
15110,Economic And Development Policy/Planning,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
16050,Multisector Aid For Basic Social Services,2,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
12250,Infectious Disease Control,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
11230,Basic Life Skills For Youth And Adults,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
12240,Basic Nutrition,7,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
12262,Malaria Control,,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
12191,Medical Services,1,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
12261,Health Education,3,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
11110,Education Policy And Administrative Management,1,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
,,53,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
11220,Primary Education,5,OECD Development Assistance Committee,41122-Chad-0810/DM/01/001/001,1,12/02/14 12:00 AM,en,UNICEF,41122,Multilateral,CHAD- COUNTRY PROGRAMME  2006-2011,;CHAD- COUNTRY PROGRAMME  2006-2011,2,2014-12-18,2014-12-18,2014-12-18,2014-12-18,,,,Rotary International,,Foundation,,,,,,,TD,Chad,100,998,"Bilateral, unspecified",100,4,110,10,B03,5,USD,1505449,0,7642759,0,0,0,0
41010,Environmental Policy And Administrative Management,,OECD Development Assistance Committee,46002-P-TD-C00-001,1,12/18/14 12:00 AM,en,African Development Bank Group,46002,Multilateral,Projet de Gestion et de Valorisation des Ressources Naturelles,LÆobjectif spécifique du projet est dÆaugmenter la productivité des ressources naturelles en zone soudanienne sur une base durable.,2,2005-05-19,2015-12-31,2006-09-04,,,,,African Development Fund,46003,Multilateral,Government Of Chad,,Government,MINISTERE DE L'AGRICULTURE ET DE L'IRRIGATION,,Government,TD,Chad,,,,,2,,,,,,8320000,5174870.42,0,0,211661.97,0,0
31181,Agricultural Education/Training,,OECD Development Assistance Committee,ES-15-2012-2012000561,1,,en,"Ministry of Foreign Affairs and Cooperation, Spain",ES-5,Government,TRAINING PROJECT IN BAYAKA FOR THE FOOD SELF-SUFFICIENCY,"Formar de forma teórica y práctica a un grupo de campesinos, con el fin de que adquieran unos conocimientos que les permitan luchar por la autosuficiencia alimentaria, y tener recursos económicos.El programa pretende conjugar tres proyectos: Aprendizaje teórico y práctico de agricultura y ganadería (sobre todo Bovina y ovina) Introducción de los productos hidropónicos para aumentar el rendimiento agrícola, y Creación posterior de una cooperativa campesina.",,2012-11-01,2013-10-31,,,,,,Spain,ES,Government,Autonomous Governments,ES-15,,NATIONAL NGOs,22000,,TD,Chad,,,,,1,110,10,C01,5,EUR,95006,33252,0,0,0,0,0
13040,Std Control Including Hiv/Aids,,OECD Development Assistance Committee,DE-1-201231596,1,09/25/14 12:00 AM,de,BMZ,DE-1,Government,Initiative für einen integralen Umgang mit HIV/Aids und Betroffenen in der Diözese Moundou,"HIV-Awareness raising and social care for people living with Aids, Diocese of Moundou",2,,,2012-05-23,,,,,DE,DE,Government,DE-1 BMZ,,,Katholische Zentralstelle für Entwicklungshilfe e.V.,,,TD,Chad,,289,"South of Sahara, regional",,3,,,,,EUR,329000,409724,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:200820,1,01/13/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,"Malnutrition, maternal and pediatric health care","Malnutrition, maternal and pediatric health care",,2013-01-08,,,,,,,Sweden,,,,,,Médecins sans Frontières,,,TD,Chad,,,,,,,,,,,0,1214513,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:200820,1,01/13/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,"Malnutrition, maternal and pediatric health care","Malnutrition, maternal and pediatric health care",,2013-01-08,,,,,,,Sweden,,,,,,Médecins sans Frontières,,,TD,Chad,,,,,,,,,,,0,1214513,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:188116,1,10/09/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Supporting and Improving Emergency Health and Nutrition Care and Outbreak Response to Drought-affected Populations in Chad (ECHO/TCD/BUD/2012/91025),Supporting and Improving Emergency Health and Nutrition Care and Outbreak Response to Drought-affected Populations in Chad (ECHO/TCD/BUD/2012/91025),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,International Rescue Committee,,,TD,Chad,,,,,,,,,,,1454311,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:188116,1,10/09/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Supporting and Improving Emergency Health and Nutrition Care and Outbreak Response to Drought-affected Populations in Chad (ECHO/TCD/BUD/2012/91025),Supporting and Improving Emergency Health and Nutrition Care and Outbreak Response to Drought-affected Populations in Chad (ECHO/TCD/BUD/2012/91025),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,International Rescue Committee,,,TD,Chad,,,,,,,,,,,1454311,0,0,0,0,0,0
43040,Rural Development,100,OECD Development Assistance Committee,SE-0-SE-6-5403015501-TCD-43040,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,PMU syd 2011-2012,"Ramstöd till PMU för utvecklingssamarbete i utvecklingsländer syd, 2011-2013. Syfte är att bidra till fattigdomsbekämpning genom att stärka civilsamhällesorganisationer.",4,,,2011-01-01,2013-07-28,Pingst FFS/PMU Interlife,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,3,110,10,B01,5,,1557.665043,1519.162135,0,0,0,0,0
15110,Economic And Development Policy/Planning,,OECD Development Assistance Committee,EU-2-2014-352377,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Formation contrat 058/SIDRAT/2012/284-216,Frais de formation de M. ABADJI à Agroparistech en France dans le cadre du programme SIDRAT,2,2014-11-26,2015-11-25,2014-11-26,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,TD,Chad,,,,,1,110,10,D02,5,,6800,0,0,0,0,0,0
16050,Multisector Aid For Basic Social Services,,OECD Development Assistance Committee,41119-TD-OTHER-U3-NGO,3,12/30/14 12:00 AM,en,United Nations Population Fund,41119,Multilateral,UNFPA Chad other-funded family planning activities implemented by one or many non-government organizations,UNFPA Chad other-funded family planning activities implemented by one or many non-government organizations,2,2012-01-01,2013-12-31,2012-01-01,2013-12-31,United Nations Population Fund,41119,Multilateral,,,,United Nations Population Fund,41119,Multilateral,United Nations Population Fund,41119,Multilateral,TD,Chad,100,,,,4,110,20,C01,5,USD,0,0,248697,0,0,0,0
13081,Personnel Development For Population And Reproductive Health,,OECD Development Assistance Committee,41119-TD-OTHER-U3-NGO,3,12/30/14 12:00 AM,en,United Nations Population Fund,41119,Multilateral,UNFPA Chad other-funded family planning activities implemented by one or many non-government organizations,UNFPA Chad other-funded family planning activities implemented by one or many non-government organizations,2,2012-01-01,2013-12-31,2012-01-01,2013-12-31,United Nations Population Fund,41119,Multilateral,,,,United Nations Population Fund,41119,Multilateral,United Nations Population Fund,41119,Multilateral,TD,Chad,100,,,,4,110,20,C01,5,USD,0,0,248697,0,0,0,0
13030,Family Planning,,OECD Development Assistance Committee,41119-TD-OTHER-U3-NGO,3,12/30/14 12:00 AM,en,United Nations Population Fund,41119,Multilateral,UNFPA Chad other-funded family planning activities implemented by one or many non-government organizations,UNFPA Chad other-funded family planning activities implemented by one or many non-government organizations,2,2012-01-01,2013-12-31,2012-01-01,2013-12-31,United Nations Population Fund,41119,Multilateral,,,,United Nations Population Fund,41119,Multilateral,United Nations Population Fund,41119,Multilateral,TD,Chad,100,,,,4,110,20,C01,5,USD,0,0,248697,0,0,0,0
72010,Material Relief Assistance And Services,100,OECD Development Assistance Committee,CA-3-M012981001,1,12/30/14 12:00 AM,,,CA-3,Government,Amélioration de l'accès à l'eau potable au Tchad - CARE Canada 2009,"Les hostilités directes et indirectes entre le gouvernement tchadien et divers groupes rebelles locaux, entre le gouvernement tchadien et le Soudan, et entre le gouvernement soudanais et les groupes rebelles du Darfour, ont entraîné une grave crise humanitaire dans la région déjà fort démunie du Tchad oriental. Environ 260 000 réfugiés soudanais déplacés par les combats au Darfour, et 185 000 Tchadiens déplacés par les conflits dans leur pays, se trouvent désormais dans des camps du Tchad oriental, fardeau bien lourd à porter pour une collectivité d'accueil qui compte 700 000 personnes. Les besoins grèvent les ressources locales - denrées alimentaires, eau, pâturages, sources de carburant -, ce qui augmente le risque de maladies mortelles et de malnutrition pour les trois populations.     Avec l'appui de l'ACDI, CARE s'emploie à améliorer l'accès à l'eau potable pour environ 8 000 personnes vivant dans trois villages du Tchad oriental. Il s'agit plus précisément de construire 14 nouveaux points d'eau destinés à l'usage humain et au bétail; de mettre sur pied des comités de gestion de l'eau chargés de l'entretien des installations d'approvisionnement; de distribuer des articles non alimentaires essentiels (par exemple, des jerricans pour conserver l'eau); de poursuivre le traitement de l'eau aux points d'eau existants; et d'organiser des activités de sensibilisation ou d'éducation afin de promouvoir l'adoption de bonnes pratiques d'hygiène au sein des collectivités visées.",4,,,2009-03-28,2010-04-30,,,,Canada,CA,Government,Agence canadienne de développement international,CA-1,Government,CARE Canada,CA-CRA_ACR-118838333,National NGO,TD,Chad,100,,,,1,110,10,C01,,,670000,670000,0,0,0,0,0
